date,total_revenue
2021-01-17,8347.4368001
2021-01-18,7376.7108319
2021-01-19,6920.7895154
2021-01-20,7262.573623
2021-01-21,6980.6891266
2021-01-22,5506.1895164
2021-01-23,5384.8189751
2021-01-24,6523.5538523000005
2021-01-25,7784.4596665
2021-01-26,7340.1647086
2021-01-27,5599.8519197
2021-01-28,5622.3073474
2021-01-29,6608.3724611
2021-01-30,4570.702699
2021-01-31,6531.9771094
2021-02-01,8139.7678074
2021-02-02,6731.669748
2021-02-03,8175.5782702
2021-02-04,7839.0100577
2021-02-05,5841.987579
2021-02-06,5703.9581214
2021-02-07,8741.1805957
2021-02-08,6783.5003672
2021-02-09,6454.8088927
2021-02-10,6118.7147073
2021-02-11,5363.3837042000005
2021-02-12,3870.8484377
2021-02-13,5185.8596734
2021-02-14,6465.2212965
2021-02-15,5542.8619989
2021-02-16,6678.0457149
2021-02-17,5842.2430073
2021-02-18,6896.5061841
2021-02-19,6571.8883574
2021-02-20,7406.7259498
2021-02-21,9337.8898991
2021-02-22,8784.7782718
2021-02-23,7079.5131562999995
2021-02-24,9096.9375706
2021-02-25,7243.5542421
2021-02-26,6401.8596725
2021-02-27,5015.1902965
2021-02-28,7701.4019163
2021-03-01,7091.4953278
2021-03-02,7202.5833129
2021-03-03,8103.9868018
2021-03-04,7499.5554053
2021-03-05,7202.6119989
2021-03-06,6584.415097
2021-03-07,9241.2154765
2021-03-08,7219.5922266
2021-03-09,6164.5891279
2021-03-10,6976.4294333
2021-03-11,6614.903855
2021-03-12,5929.5992083
2021-03-13,7404.7693598
2021-03-14,7660.0410601
2021-03-15,8944.5538531
2021-03-16,6194.8282737
2021-03-17,7603.2778889
2021-03-18,7711.4488152
2021-03-19,6206.0061837
2021-03-20,6347.8480428
2021-03-21,8617.9181921
2021-03-22,8694.3817607
2021-03-23,8733.7511364
2021-03-24,10541.2988104
2021-03-25,8887.1220703
2021-03-26,8464.5441625
2021-03-27,8260.4627639
2021-03-28,11600.3650867
2021-03-29,9344.5898955
2021-03-30,8473.4495899
2021-03-31,5995.2011421
2021-04-01,6760.3383525
2021-04-02,7078.4561802
2021-04-03,8713.021293
2021-04-04,6633.067811
2021-04-05,8613.3108274
2021-04-06,8307.6480395
2021-04-07,10030.1495862
2021-04-08,11248.199585800001
2021-04-09,12886.8108244
2021-04-10,10267.0356317
2021-04-11,12644.8007416
2021-04-12,15275.3720554
2021-04-13,13460.6468689
2021-04-14,13715.4976458
2021-04-15,14626.383687
2021-04-16,12770.8205092
2021-04-17,11623.3410587
2021-04-18,13795.0356223
2021-04-19,18083.1127488
2021-04-20,10234.1073368
2021-04-21,12614.1426071
2021-04-22,12224.1073345
2021-04-23,10494.5306003
2021-04-24,8963.7441637
2021-04-25,15376.6817495
2021-04-26,11788.8813642
2021-04-27,11953.6278775
2021-04-28,12075.9600507
2021-04-29,8881.9023033
2021-04-30,7658.5081199999995
2021-05-01,7978.0647075
2021-05-02,11166.9623732
2021-05-03,8748.7743955
2021-05-04,9666.4503656
2021-05-05,9119.7480394
2021-05-06,8546.1635454
2021-05-07,6815.1457196
2021-05-08,6351.9519205
2021-05-09,8366.6526942
2021-05-10,10663.1174153
2021-05-11,10525.1220676
2021-05-12,9696.0488133
2021-05-13,10578.4212924
2021-05-14,10090.2724584
2021-05-15,8243.6492038
2021-05-16,10717.7333058
2021-05-17,10016.9205197
2021-05-18,9486.7112183
2021-05-19,11264.9786549
2021-05-20,8303.804243
2021-05-21,4763.7902972
2021-05-22,8438.2763371
2021-05-23,10060.4460965
2021-05-24,8283.7127669
2021-05-25,9977.4573347
2021-05-26,10639.349202
2021-05-27,11155.0476517
2021-05-28,7928.6057944
2021-05-29,7471.6271082
2021-05-30,10205.7240043
2021-05-31,9896.796099
2021-06-01,8125.3461026
2021-06-02,9356.5918342
2021-06-03,7146.1023034
2021-06-04,8001.6689697
2021-06-05,7368.8949359
2021-06-06,11146.6325261
2021-06-07,10004.0433811
2021-06-08,10296.2755483
2021-06-09,8753.7476475
2021-06-10,7229.7147062
2021-06-11,5818.3759526
2021-06-12,6873.6348617
2021-06-13,8610.8042381
2021-06-14,8788.1906738
2021-06-15,9839.451912
2021-06-16,8401.4464863
2021-06-17,5471.7817658
2021-06-18,4213.8550227
2021-06-19,4178.5197524
2021-06-20,5771.8325372
2021-06-21,7217.6697455
2021-06-22,5766.0371942
2021-06-23,6383.8224646
2021-06-24,4282.0844864
2021-06-25,3885.325959
2021-06-26,3940.8061927
2021-06-27,4369.8201427
2021-06-28,6486.3922333
2021-06-29,4799.3189809
2021-06-30,6315.0453311
2021-07-01,4693.4495993
2021-07-02,5637.9054109
2021-07-03,3791.182161
2021-07-04,4652.3495991
2021-07-05,4990.9697564
2021-07-06,5875.0794426
2021-07-07,7264.3724632
2021-07-08,7783.6236246
2021-07-09,7583.927884
2021-07-10,4654.7224672
2021-07-11,8892.6325381
2021-07-12,10325.2329201
2021-07-13,10340.834082
2021-07-14,10704.7898971
2021-07-15,10138.8061788
2021-07-16,8231.636026099999
2021-07-17,7327.8631613
2021-07-18,8331.3817603
2021-07-19,11328.888735300001
2021-07-20,10216.5794389
2021-07-21,9705.0771079
2021-07-22,7336.0286625
2021-07-23,7924.6333151
2021-07-24,5788.8108387
2021-07-25,7337.2771137
2021-07-26,10470.279042
2021-07-27,10112.1534657
2021-07-28,9229.5247843
2021-07-29,9849.1015298
2021-07-30,8715.2344758
2021-07-31,7419.0205195
2021-08-01,11684.0991895
2021-08-02,19937.2290255
2021-08-03,13484.8553969
2021-08-04,15287.3441515
2021-08-05,12085.9840767
2021-08-06,13977.8104352
2021-08-07,9867.0759448
2021-08-08,13639.9019044
2021-08-09,17107.4204972
2021-08-10,15534.2836852
2021-08-11,17826.8499634
2021-08-12,12799.358109499999
2021-08-13,10359.449198
2021-08-14,8000.6426157
2021-08-15,8883.6325328
2021-08-16,17812.6150801
2021-08-17,14965.0344606
2021-08-18,12880.6538466
2021-08-19,12916.624389
2021-08-20,12434.438732
2021-08-21,7421.8468837
2021-08-22,11006.3844711
2021-08-23,14683.0503491
2021-08-24,14812.3596579
2021-08-25,11009.5840781
2021-08-26,10336.314701
2021-08-27,9426.939124
2021-08-28,7243.711609
2021-08-29,9677.5317577
2021-08-30,13632.7139179
2021-08-31,15639.448799
2021-09-01,15090.5205041
2021-09-02,12377.8344663
2021-09-03,7697.3247837
2021-09-04,6530.9840895
2021-09-05,10259.6243903
2021-09-06,9608.7840758
2021-09-07,12490.0755489
2021-09-08,11887.861984000001
2021-09-09,9068.1236174
2021-09-10,8311.2236169
2021-09-11,7288.267423
2021-09-12,10956.9278782
2021-09-13,13659.017795
2021-09-14,16290.1065612
2021-09-15,11500.2267192
2021-09-16,9967.205018
2021-09-17,8119.3635452
2021-09-18,7757.6771102
2021-09-19,10348.361209
2021-09-20,10658.6689616
2021-09-21,9176.220511
2021-09-22,10416.9488079
2021-09-23,7633.0650916
2021-09-24,5918.9588986
2021-09-25,6994.2701387
2021-09-26,11894.5670302
2021-09-27,10034.249589
2021-09-28,12233.3383476
2021-09-29,13811.4344665
2021-09-30,10278.0495929
2021-10-01,8613.5306
2021-10-02,5666.1608382
2021-10-03,9142.1069554
2021-10-04,10606.7255579
2021-10-05,8921.6197434
2021-10-06,10861.913154400001
2021-10-07,7312.8360255
2021-10-08,9256.9755584
2021-10-09,6030.4069602
2021-10-10,11350.827100299999
2021-10-11,11579.4809753
2021-10-12,11828.9840803
2021-10-13,10765.1472563
2021-10-14,8796.6604386
2021-10-15,6357.7166473
2021-10-16,6021.6875838
2021-10-17,9532.899973
2021-10-18,10663.6298161
2021-10-19,9475.7891223
2021-10-20,7025.8220714
2021-10-21,6763.2507569
2021-10-22,7166.1313795
2021-10-23,5409.9964977
2021-10-24,8887.5712943
2021-10-25,8977.5554059
2021-10-26,10351.0554015
2021-10-27,6329.0457213
2021-10-28,6465.6333146
2021-10-29,5820.6840927
2021-10-30,5755.6600603
2021-10-31,7164.4348598999995
2021-11-01,10307.7523
2021-11-02,10153.6709023
2021-11-03,8080.7949408
2021-11-04,7964.5798231
2021-11-05,6789.0364142
2021-11-06,6816.1410673
2021-11-07,12551.688726
2021-11-08,12388.9646964
2021-11-09,11732.7980279
2021-11-10,11528.3670187
2021-11-11,11341.5220572
2021-11-12,11667.4445372
2021-11-13,15065.0770875
2021-11-14,17617.5189385
2021-11-15,14072.8836784
2021-11-16,14216.777094
2021-11-17,15563.435997
2021-11-18,16415.1937507
2021-11-19,12481.3720544
2021-11-20,13309.2619742
2021-11-21,21927.566598
2021-11-22,21212.1189265
2021-11-23,16997.6728131
2021-11-24,14435.7867651
2021-11-25,14346.0305675
2021-11-26,15420.666231
2021-11-27,17820.9197119
2021-11-28,25965.3336331
2021-11-29,19192.0441178
2021-11-30,11755.5487931
2021-12-01,12341.1875508
2021-12-02,13897.8584799
2021-12-03,12204.8267048
2021-12-04,12444.8449173
2021-12-05,14058.7177798
2021-12-06,18251.6627317
2021-12-07,16430.2142791
2021-12-08,14947.1286289
2021-12-09,17967.9231942
2021-12-10,16141.1441263
2021-12-11,14250.2511198
2021-12-12,19434.5696998
2021-12-13,18339.2076812
2021-12-14,18363.584824
2021-12-15,17832.068545
2021-12-16,15891.4859916
2021-12-17,10674.8453129
2021-12-18,7955.99261
2021-12-19,8634.6426089
